iter	MultiClass
189	0.6968178225
190	0.6962998238
191	0.6949235729
192	0.6939207842
193	0.6933081356
194	0.692367421
195	0.6915023741
196	0.6906370031
197	0.6899509695
198	0.6883212874
199	0.6875070386
200	0.6868370402
201	0.6859126909
202	0.6849934226
203	0.6832600701
204	0.6820157757
205	0.6809356253
206	0.6802754685
207	0.6789793308
208	0.6781250773
209	0.6772919313
210	0.676072038
211	0.6753838122
212	0.6745047377
213	0.6731337033
214	0.6723214386
215	0.6719589995
216	0.6707058575
217	0.6699229949
218	0.6687248666
219	0.6681617187
220	0.6664471127
221	0.6649387163
222	0.6641043405
223	0.6626495992
224	0.661931904
225	0.6608795623
226	0.659835533
227	0.6590760203
228	0.6578752133
229	0.6568567604
230	0.6556118173
231	0.6549705852
232	0.6538656427
233	0.6534202932
234	0.6531228149
235	0.6520447137
236	0.6509266971
237	0.6500950068
238	0.648832096
239	0.6481319596
240	0.6477045253
241	0.6457498924
242	0.6450964849
243	0.6443979893
244	0.6436262044
245	0.6429427439
246	0.6413115061
247	0.6404036781
248	0.6397994374
249	0.6389407899
250	0.6382698073
251	0.6370725381
252	0.6357662923
253	0.6354454387
254	0.6346082356
255	0.6338747197
256	0.633414529
257	0.6321601944
258	0.6316715304
259	0.6309070055
260	0.6296752827
261	0.6287928661
262	0.6276944281
263	0.6265497589
264	0.6256263252
265	0.6251093123
266	0.6247572814
267	0.6237475758
268	0.6229137772
269	0.6223871098
270	0.6217123631
271	0.6211058912
272	0.6204671572
273	0.6194473249
274	0.6183188493
275	0.6176920859
276	0.6169964525
277	0.6163493173
278	0.6152808575
279	0.6139970493
280	0.6135087963
281	0.6128897773
282	0.6117957026
283	0.6108457289
284	0.6102977622
285	0.609241331
286	0.6079246527
287	0.6071733597
288	0.6057232496
289	0.6047887999
290	0.6043002171
291	0.6036474276
292	0.6027281314
293	0.6020501016
294	0.6014206471
295	0.600449838
296	0.5996477572
297	0.5990436194
298	0.5979937007
299	0.5971829263
300	0.5963727072
301	0.5950749052
302	0.5941258562
303	0.5927752404
304	0.5919065416
305	0.5916437219
306	0.5911982897
307	0.5903277175
308	0.5896049268
309	0.5886686788
310	0.5880301984
311	0.5871429917
312	0.5866353867
313	0.5861715842
314	0.5850956012
315	0.584162706
316	0.5833464052
317	0.582842798
318	0.5823292196
319	0.5813429971
320	0.5807433806
321	0.579529526
322	0.5786822496
323	0.5780847712
324	0.5775374998
325	0.5764128667
326	0.5758474079
327	0.5751039743
328	0.5742885132
329	0.5737436482
330	0.5727191243
331	0.5722337595
332	0.5717088816
333	0.5706558124
334	0.5694311881
335	0.5687632033
336	0.5683372504
337	0.5676838795
338	0.5670681272
339	0.5665915411
340	0.5656348586
341	0.5647775765
342	0.5642623197
343	0.5637972897
344	0.5630005989
345	0.5628305471
346	0.5616979197
347	0.561110191
348	0.5602634525
349	0.5599846817
350	0.559082497
351	0.5582951158
352	0.5575275653
353	0.556713074
354	0.5561821066
355	0.5556142065
356	0.5546033853
357	0.553360204
358	0.5525852287
359	0.5519218397
360	0.5515155493
361	0.5504969948
362	0.5495610718
363	0.5490745556
364	0.5483805876
365	0.5479697767
366	0.5475918672
367	0.5467139258
368	0.5459627952
369	0.5454924169
370	0.5447325442
371	0.543830648
372	0.5430757605
373	0.5425484369
374	0.542231798
375	0.5413078185
376	0.5409623957
377	0.5401120835
378	0.5397499811
379	0.5389215911
380	0.5385282338
381	0.5374068368
382	0.5369086007
383	0.5361138285
384	0.5355564007
385	0.5349944387
386	0.5343352229
387	0.5337022339
388	0.5334192854
389	0.5327915634
390	0.5321045028
391	0.5312129766
392	0.5306606205
393	0.5300693587
394	0.5295695581
395	0.5287021793
396	0.528433349
397	0.5278473625
398	0.5272843819
399	0.5266387212
400	0.5257085546
401	0.5251388277
402	0.5243721896
403	0.5235943636
404	0.5232786614
405	0.5228309268
406	0.5220250295
407	0.5215655362
408	0.5209670054
409	0.5204812489
410	0.5201105525
411	0.5194337409
412	0.5189264876
413	0.5181688356
414	0.5177203694
415	0.5168112399
416	0.5161069469
417	0.5157124204
418	0.5146993281
419	0.5139038238
420	0.5131212679
421	0.5121138964
422	0.5116378629
423	0.5107420592
424	0.510125342
425	0.5093110223
426	0.5088827784
427	0.5082467326
428	0.5072394912
429	0.506694429
430	0.5061217794
431	0.5053907274
432	0.504937256
433	0.5041762916
434	0.5032464224
435	0.5025459575
436	0.5021763616
437	0.501577012
438	0.5010243191
439	0.5001819129
440	0.4995514085
441	0.4988542438
442	0.498577955
443	0.498443144
444	0.497897779
445	0.4974238949
446	0.4968478224
447	0.4965118426
448	0.496040633
449	0.4955382584
450	0.4950800909
451	0.4944498547
452	0.4939490115
453	0.493542524
454	0.4930355896
455	0.4926445312
456	0.4920189118
457	0.4916772902
458	0.49130108
459	0.4906853599
460	0.4902735467
461	0.4898521612
462	0.4889653666
463	0.488274207
464	0.4875227647
465	0.4873253978
466	0.486844298
467	0.4861305037
468	0.4853611132
469	0.4846809844
470	0.4843673096
471	0.4837877566
472	0.4832074325
473	0.4830662819
474	0.4825352376
475	0.481979957
476	0.4811322378
477	0.4800810642
478	0.4794806005
479	0.4786133408
480	0.4781318189
481	0.4773195934
482	0.4769382296
483	0.4763270094
484	0.4760063739
485	0.4755486985
486	0.4751683695
487	0.4746730723
488	0.474246915
489	0.473992784
490	0.4737617432
491	0.473529356
492	0.4731952192
493	0.4725375761
494	0.4721219967
495	0.4715894306
496	0.4710754274
497	0.4703435518
498	0.4698438583
499	0.4691851077
500	0.4686897055
501	0.4682849297
502	0.4677790089
503	0.4669892151
504	0.4665078443
505	0.4663162708
506	0.4660557446
507	0.4653994878
508	0.4650972249
509	0.4646112049
510	0.4639531105
511	0.4632615265
512	0.4628159
513	0.4623195278
514	0.4614368041
515	0.4607354239
516	0.4603077975
517	0.4598016331
518	0.4596613348
519	0.459150246
520	0.4584672785
521	0.4579909148
522	0.457583561
523	0.4570807206
524	0.4565795491
525	0.4562298764
526	0.4553421662
527	0.4551425629
528	0.4546859177
529	0.4541265713
530	0.4537343785
531	0.4534967606
532	0.4528799829
533	0.4524912127
534	0.4519916767
535	0.4516481654
536	0.450809645
537	0.4505270458
538	0.4499908838
539	0.4490872009
540	0.4487739589
541	0.4485148493
542	0.44820754
543	0.4475655445
544	0.4471069702
545	0.4465691222
546	0.4456438136
547	0.4454082076
548	0.4448792631
549	0.4446529713
550	0.4441991375
551	0.4438741425
552	0.4434294921
553	0.4429799975
554	0.4427659556
555	0.442215168
556	0.4418064606
557	0.4416424625
558	0.441227972
559	0.4408976
560	0.4403691608
561	0.4399401707
562	0.4396615033
563	0.4392161253
564	0.438630925
565	0.438220608
566	0.4377706323
567	0.4373677244
568	0.4368459414
569	0.4358384516
570	0.4355332372
571	0.4349598852
572	0.4344168111
573	0.4335983323
574	0.43305753
575	0.4326861081
576	0.4320704988
577	0.4314940042
578	0.4310450241
579	0.4305764143
580	0.4300582713
581	0.4292605894
582	0.4287578066
583	0.4282373513
584	0.427922359
585	0.4276124736
586	0.4271488975
587	0.4264403668
588	0.4256799325
589	0.4251644666
590	0.4244343278
591	0.4238870288
592	0.4235825218
593	0.4230955273
594	0.422656874
595	0.4220225388
596	0.4217549311
597	0.4213358013
598	0.4207585695
599	0.4201488505
600	0.4194529911
601	0.4192566109
602	0.4190489132
603	0.4185750466
604	0.4183084601
605	0.4180320792
606	0.4177894533
607	0.4174897742
608	0.4170848713
609	0.4166561328
610	0.4159811163
611	0.4154257667
612	0.4151772275
613	0.4147224944
614	0.4145082393
615	0.4140608155
616	0.4134718297
617	0.4130203466
618	0.4125259253
619	0.4121000663
620	0.4117653405
621	0.4115434876
622	0.411174655
623	0.4109172289
624	0.4105696508
625	0.4102387895
626	0.4099900421
627	0.4095626369
628	0.4092760806
629	0.408705908
630	0.408290351
631	0.4078938448
632	0.407352549
633	0.4067611834
634	0.4065168541
635	0.4060829469
636	0.4057066431
637	0.4048239059
638	0.4045827329
639	0.4040439113
640	0.4038164274
641	0.403633456
642	0.4034067881
643	0.4031865211
644	0.4027381514
645	0.402263763
646	0.4019142655
647	0.4012246553
648	0.4009946697
649	0.4004009766
650	0.3997287051
651	0.3994560989
652	0.3990833264
653	0.3986429044
654	0.3981920754
655	0.3979327116
656	0.3976575079
657	0.3971701171
658	0.3968843976
659	0.3965422924
660	0.395978367
661	0.395686209
662	0.395347152
663	0.3951707379
664	0.3949251205
665	0.3947974163
666	0.3945553449
667	0.3943792606
668	0.3938720334
669	0.3934622184
670	0.3929741876
671	0.3925946024
672	0.3923827303
673	0.3921554251
674	0.3917157703
675	0.3914760036
676	0.3911483611
677	0.3908383683
678	0.3905417943
679	0.3901164382
680	0.3896964472
681	0.3891555091
682	0.3889599107
683	0.3886534222
684	0.3882900934
685	0.3879620898
686	0.3875653314
687	0.3869675123
688	0.3867988922
689	0.3864379439
690	0.385896015
691	0.3854447032
692	0.3846703755
693	0.3843360707
694	0.383914486
695	0.3837322444
696	0.3835873938
697	0.3830026608
698	0.382353183
699	0.3818020221
700	0.381427891
701	0.3809188034
702	0.3805229695
703	0.3803669364
704	0.3799333888
705	0.3797153896
706	0.3790410508
707	0.3786777357
708	0.3782499755
709	0.3778991669
710	0.3771633524
711	0.376773033
712	0.3765192165
713	0.376130447
714	0.3756939072
715	0.3753951989
716	0.3749201148
717	0.3744696723
718	0.3741932578
719	0.3738754834
720	0.3733619855
721	0.3729994824
722	0.3726799833
723	0.3720186557
724	0.371724137
725	0.3713440746
726	0.3709393732
727	0.3702355635
728	0.3697925692
729	0.3692183621
730	0.368991632
731	0.3686765069
732	0.3684450762
733	0.36797465
734	0.3676615609
735	0.3674561104
736	0.3673507921
737	0.3670712253
738	0.3666533551
739	0.3662745312
740	0.3658734536
741	0.3657229906
742	0.3653118638
743	0.3651120842
744	0.3647654905
745	0.3644039314
746	0.3642057139
747	0.363688102
748	0.363213385
749	0.3626978328
750	0.3623621734
751	0.36209612
752	0.3617592361
753	0.3613568533
754	0.3612114791
755	0.3610697287
756	0.3609232659
757	0.3605429519
758	0.3598644861
759	0.3594630465
760	0.3591232327
761	0.3588569327
762	0.3584157141
763	0.3582987029
764	0.3581497319
765	0.3578997235
766	0.3574211245
767	0.3569134379
768	0.3567111493
769	0.3563133462
770	0.3556897434
771	0.3553193239
772	0.3548916441
773	0.3544960862
774	0.3539922814
775	0.3535347392
776	0.3531086869
777	0.3527124322
778	0.3523371423
779	0.351940025
780	0.3514690398
781	0.3511952689
782	0.3509772806
783	0.350756045
784	0.3505366416
785	0.3499591917
786	0.3497466966
787	0.3495081697
788	0.3492408628
789	0.3488850005
790	0.3486260788
791	0.3482741325
792	0.3479080735
793	0.3475221089
794	0.3473306152
795	0.3469219488
796	0.3467634257
797	0.3461580066
798	0.345728592
799	0.3454381098
800	0.3450599696
801	0.3448001868
802	0.3443304594
803	0.3441130401
804	0.3438767881
805	0.3436630022
806	0.3434680448
807	0.3428512208
808	0.3426076148
809	0.3423966799
810	0.3422442322
811	0.3418852079
812	0.341681318
813	0.3414532172
814	0.3412067158
815	0.3408740582
816	0.3404692381
817	0.3399502787
818	0.3396150666
819	0.3393064508
820	0.338942431
821	0.3386126121
822	0.3382979396
823	0.3378379728
824	0.3375888237
825	0.3374144851
826	0.3371269135
827	0.3368379295
828	0.3365624932
829	0.3363595742
830	0.3360596665
831	0.3358405271
832	0.3355961094
833	0.3351881253
834	0.3348199313
835	0.3344489304
836	0.334130379
837	0.3339183965
838	0.3335350161
839	0.3333109507
840	0.3329423827
841	0.3327295974
842	0.3325843089
843	0.3322791058
844	0.3320877367
845	0.3317822974
846	0.3314797704
847	0.3313302904
848	0.3309916008
849	0.3307535967
850	0.3305599148
851	0.3301318037
852	0.3299913858
853	0.3297093055
854	0.3294856227
855	0.3292644629
856	0.3291883452
857	0.3290698825
858	0.3286798337
859	0.3283304976
860	0.3281526106
861	0.3278918205
862	0.327531489
863	0.3272977694
864	0.3269755326
865	0.3267894269
866	0.3265892836
867	0.326198565
868	0.3259458045
869	0.3254477766
870	0.3252624606
871	0.3250103993
872	0.3248795205
873	0.3243671548
874	0.3241968863
875	0.3238700264
876	0.3236933964
877	0.3232305123
878	0.3230725024
879	0.322647204
880	0.3224545913
881	0.3223005244
882	0.3220332852
883	0.3217753416
884	0.3214997193
885	0.3211900932
886	0.320824062
887	0.3203758932
888	0.3201023086
889	0.3196433553
890	0.319481239
891	0.3192386745
892	0.3189779317
893	0.3189101687
894	0.3184392789
895	0.318132971
896	0.3178384817
897	0.3177014269
898	0.3173446689
899	0.3171349072
900	0.3167724854
901	0.3164210246
902	0.3162919403
903	0.3161638169
904	0.3158814829
905	0.3155293611
906	0.3154136983
907	0.3148246144
908	0.3143799464
909	0.3141130289
910	0.3139145809
911	0.3134761994
912	0.3132524559
913	0.3129744693
914	0.3127284433
915	0.3125852662
916	0.3123541424
917	0.312147228
918	0.3119307635
919	0.3116705929
920	0.3111846665
921	0.3109373441
922	0.3106748348
923	0.3103751525
924	0.3100845108
925	0.3098596853
926	0.3097281483
927	0.3095057332
928	0.3091749157
929	0.3090234995
930	0.3087948915
931	0.308448696
932	0.3080353372
933	0.3078919006
934	0.3076949694
935	0.3072599
936	0.3069604564
937	0.3066559576
938	0.3065007059
939	0.306285441
940	0.3060502737
941	0.3058944302
942	0.3057658257
943	0.3054512357
944	0.3051706946
945	0.3049503411
946	0.304448931
947	0.3041166424
948	0.3038592181
949	0.3036929469
950	0.3033330969
951	0.3032057901
952	0.3030251965
953	0.3027752069
954	0.3025255487
955	0.3023862982
956	0.3021573482
957	0.3019456461
958	0.3016212977
959	0.3012792589
960	0.3011286299
961	0.3007857577
962	0.3005329357
963	0.3001926946
964	0.2996742869
965	0.2994181711
966	0.2992093125
967	0.2990258732
968	0.2988180129
969	0.2986260087
970	0.2984547047
971	0.2982960362
972	0.2980838291
973	0.2979198797
974	0.2975253606
975	0.2973801709
976	0.2971324841
977	0.2969184331
978	0.2966368476
979	0.296276077
980	0.2959977121
981	0.2957016477
982	0.2953330373
983	0.2950325297
984	0.2947742661
985	0.2946000938
986	0.2945208335
987	0.2943040557
988	0.2940693192
989	0.2937248088
990	0.2936290242
991	0.2932956637
992	0.2931118633
993	0.2927602587
994	0.2925638606
995	0.292302322
996	0.2921509259
997	0.2918570017
998	0.2914468917
999	0.2912613753
